,batch_size,cell_type,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
2,8,,25,cnn,5.912596401028278,58,720,39.6551724137931,3.1944444444444446,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.01,5.626598465473145,62,720,35.483870967741936,3.0555555555555554,300,True,False,False,True
3,8,,25,cnn,4.421326397919376,49,720,34.69387755102041,2.361111111111111,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.015,4.675324675324674,50,720,36.0,2.4999999999999996,300,True,False,False,True
4,8,,25,cnn,6.2095730918499354,53,720,45.283018867924525,3.3333333333333335,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.02,5.714285714285716,50,720,44.0,3.0555555555555562,300,True,False,False,True
5,8,,25,cnn,0.2743484224965706,9,720,11.11111111111111,0.13888888888888887,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.025,0.0,10,720,0.0,0.0,300,True,False,False,True
6,8,,25,cnn,8.515815085158149,102,720,34.31372549019608,4.861111111111111,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.03,8.088235294117645,96,720,34.375,4.583333333333333,300,True,False,False,True
7,8,,25,cnn,4.551201011378002,71,720,25.352112676056336,2.5,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.035,4.3589743589743595,60,720,28.333333333333332,2.361111111111111,300,True,False,False,True
8,8,,25,cnn,7.134071340713408,93,720,31.182795698924732,4.027777777777778,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.04,7.134071340713408,93,720,31.182795698924732,4.027777777777778,300,True,False,False,True
9,8,,25,cnn,5.800756620428753,73,720,31.506849315068493,3.1944444444444446,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.045,5.985037406483791,82,720,29.268292682926823,3.3333333333333335,300,True,False,False,True
10,8,,25,cnn,4.03022670025189,74,720,21.62162162162162,2.2222222222222223,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.05,3.5175879396984926,76,720,18.42105263157895,1.9444444444444444,300,True,False,False,True
11,8,,25,cnn,1.9047619047619047,15,720,46.666666666666664,0.9722222222222222,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.060000000000000005,1.8791946308724832,25,720,28.0,0.9722222222222222,300,True,False,False,True
12,8,,25,cnn,1.8970189701897016,18,720,38.88888888888889,0.9722222222222221,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.07,2.419354838709678,24,720,37.5,1.2500000000000002,300,True,False,False,True
13,8,,25,cnn,1.3623978201634876,14,720,35.714285714285715,0.6944444444444444,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.08000000000000002,2.439024390243902,18,720,50.0,1.2499999999999998,300,True,False,False,True
14,8,,25,cnn,1.6348773841961854,14,720,42.857142857142854,0.8333333333333334,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.09000000000000001,2.1563342318059293,22,720,36.36363636363637,1.111111111111111,300,True,False,False,True
15,8,,25,cnn,3.6697247706422016,43,720,32.558139534883715,1.9444444444444442,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.1,3.145478374836173,43,720,27.906976744186046,1.6666666666666667,300,True,False,False,True
16,8,,25,cnn,3.350515463917526,56,720,23.214285714285715,1.8055555555555556,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.11000000000000001,3.84122919334187,61,720,24.59016393442623,2.0833333333333335,300,True,False,False,True
17,8,,25,cnn,5.548854041013269,109,720,21.10091743119266,3.1944444444444446,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.12000000000000001,5.35931790499391,101,720,21.782178217821784,3.0555555555555554,300,True,False,False,True
18,8,,25,cnn,5.296343001261033,73,720,28.767123287671232,2.9166666666666665,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.13,4.03530895334174,73,720,21.91780821917808,2.2222222222222223,300,True,False,False,True
19,8,,25,cnn,1.6150740242261106,23,720,26.086956521739125,0.8333333333333334,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.14,2.416107382550335,25,720,36.0,1.2499999999999998,300,True,False,False,True
20,8,,25,cnn,4.249999999999999,80,720,21.25,2.3611111111111107,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.15000000000000002,3.076923076923077,60,720,20.0,1.6666666666666667,300,True,False,False,True
21,8,,25,cnn,2.133333333333333,30,720,26.666666666666664,1.111111111111111,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.16000000000000003,3.7135278514588856,34,720,41.1764705882353,1.9444444444444442,300,True,False,False,True
22,8,,25,cnn,4.859335038363172,62,720,30.64516129032258,2.6388888888888893,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.17000000000000004,5.0,80,720,25.0,2.7777777777777777,300,True,False,False,True
23,8,,25,cnn,3.3854166666666665,48,720,27.083333333333332,1.8055555555555556,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.18000000000000005,1.5727391874180865,43,720,13.953488372093023,0.8333333333333334,300,True,False,False,True
24,8,,25,cnn,1.0752688172043008,24,720,16.666666666666668,0.5555555555555555,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.19,0.8021390374331552,28,720,10.714285714285714,0.4166666666666667,300,True,False,False,True
25,8,,25,cnn,1.0869565217391302,16,720,25.0,0.5555555555555555,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.2,0.5434782608695651,16,720,12.5,0.27777777777777773,300,True,False,False,True
