,batch_size,cell_type,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,logging,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,trainable_embeddings,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,lstm,25,cnn,53.32472562943835,2427,3769,68.0675731355583,43.831254974794376,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.0,69.06993511175197,1277,1497,75.01957713390759,63.99465597862392,300,True,True,False,False,True
1,8,lstm,25,cnn,51.667513120027095,2138,3769,71.37511693171189,40.48819315468294,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.005,67.04545454545453,1143,1497,77.42782152230971,59.11823647294589,300,True,True,False,False,True
2,8,lstm,25,cnn,51.05298913043478,2119,3769,70.9296838131194,39.87795171132927,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.01,65.3743823641201,1134,1497,75.83774250440918,57.44822979291917,300,True,True,False,False,True
3,8,lstm,25,cnn,50.747271200671705,2186,3769,69.1216834400732,40.090209604669674,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.015,65.9902292371289,1164,1497,75.4295532646048,58.65063460253841,300,True,True,False,False,True
4,8,lstm,25,cnn,51.33815855916513,2172,3769,70.21178637200737,40.46166091801539,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.02,65.35253980288097,1141,1497,75.54776511831727,57.581830327321306,300,True,True,False,False,True
5,8,lstm,25,cnn,50.34822490232717,2118,3769,69.97167138810198,39.32077474131069,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.025,63.529411764705884,1138,1497,73.55008787346222,55.91182364729459,300,True,True,False,False,True
6,8,lstm,25,cnn,50.97425191370911,1979,3769,74.02728650833754,38.86972671796232,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.03,64.85013623978202,1072,1497,77.70522388059702,55.64462257849031,300,True,True,False,False,True
7,8,lstm,25,cnn,51.271617497456766,2129,3769,71.01925786754344,40.11674184133722,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.035,64.88345433702713,1120,1497,75.80357142857143,56.71342685370742,300,True,True,False,False,True
8,8,lstm,25,cnn,49.209451057026115,1860,3769,74.46236559139786,36.74714778455824,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.04,62.26114649681528,1015,1497,77.04433497536945,52.237808951235806,300,True,True,False,False,True
9,8,lstm,25,cnn,51.46479355833476,2068,3769,72.63056092843327,39.85141947466171,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.045,64.25269645608628,1099,1497,75.88717015468607,55.71142284569138,300,True,True,False,False,True
10,8,lstm,25,cnn,51.048833696929016,2190,3769,69.45205479452055,40.35553197134519,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.05,63.28066215199398,1161,1497,72.43755383290267,56.179024716098866,300,True,True,False,False,True
11,8,lstm,25,cnn,50.90604026845638,2191,3769,69.23779096303058,40.24940302467498,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.060000000000000005,61.58559938720797,1114,1497,72.17235188509875,53.70741482965932,300,True,True,False,False,True
12,8,lstm,25,cnn,51.117459250546126,2182,3769,69.70669110907424,40.35553197134519,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.07,61.31782945736433,1083,1497,73.03785780240074,52.839011356045425,300,True,True,False,False,True
13,8,lstm,25,cnn,48.35705499912142,1922,3769,71.59209157127992,36.50835765455028,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.08000000000000002,59.05068382944489,989,1497,74.21638018200203,49.0313961255845,300,True,True,False,False,True
14,8,lstm,25,cnn,48.59180035650624,1841,3769,74.03585008147746,36.163438577872114,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.09000000000000001,58.405617513424204,924,1497,76.51515151515152,47.22778891115564,300,True,True,False,False,True
15,8,lstm,25,cnn,46.819431714023835,1686,3769,75.74139976275208,33.88166622446272,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.1,56.11087778244435,884,1497,75.56561085972851,44.62257849031396,300,True,True,False,False,True
16,8,lstm,25,cnn,46.61048002931477,1689,3769,75.31083481349911,33.74900504112497,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.11000000000000001,55.90219224283305,875,1497,75.77142857142857,44.28857715430862,300,True,True,False,False,True
17,8,lstm,25,cnn,48.638400551533955,2033,3769,69.40482046237088,37.436985937914564,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.12000000000000001,55.92877377579927,974,1497,70.94455852156058,46.158984635938545,300,True,True,False,False,True
18,8,lstm,25,cnn,46.10330352254062,1710,3769,73.85964912280701,33.51021491111701,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.13,51.842219332466414,810,1497,73.82716049382717,39.94655978623914,300,True,True,False,False,True
19,8,lstm,25,cnn,46.6751685188559,1720,3769,74.47674418604652,33.98779517113292,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.14,55.41052631578947,878,1497,74.94305239179954,43.954575818303276,300,True,True,False,False,True
20,8,lstm,25,cnn,42.03125000000001,1351,3769,79.64470762398224,28.548686654284957,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.15000000000000002,51.11940298507462,647,1497,84.69860896445131,36.6065464261857,300,True,True,False,False,True
