,batch_size,cell_type,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,logging,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,trainable_embeddings,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,,25,cnn,76.7056162834527,2412,2894,84.3698175787728,70.31789910158949,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.05,72.7697701597195,2240,2894,83.39285714285714,64.54733932273669,300,False,True,False,True,True
1,8,,25,cnn,74.81901780473488,2217,2894,86.2426702751466,66.06772633033863,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.060000000000000005,70.33812512654383,2045,2894,84.93887530562347,60.02073255010366,300,False,True,False,True,True
2,8,,25,cnn,75.62094000764235,2340,2894,84.57264957264957,68.38286109191431,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.07,71.73697761933056,2155,2894,84.03712296983758,62.57774706288873,300,False,True,False,True,True
3,8,,25,cnn,74.88133662426428,2373,2894,83.1015592077539,68.14098134070491,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.08000000000000002,68.69168155648204,2143,2894,80.72795146990201,59.77885279889426,300,False,True,False,True,True
4,8,,25,cnn,74.50673959757765,2225,2894,85.70786516853933,65.89495507947477,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.09000000000000001,68.77958427660012,1965,2894,85.0381679389313,57.740152038700764,300,False,True,False,True,True
5,8,,25,cnn,74.17043740573152,2410,2894,81.61825726141079,67.96821008984105,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.1,67.93938201141508,2187,2894,78.92089620484683,59.64063579820318,300,False,True,False,True,True
6,8,,25,cnn,72.69139700078927,2174,2894,84.72861085556578,63.64892881824464,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.11000000000000001,65.45530492898914,1894,2894,82.7349524815206,54.14651002073255,300,False,True,False,True,True
7,8,,25,cnn,75.18996960486324,2370,2894,83.50210970464136,68.38286109191431,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.12000000000000001,67.43063932448734,2080,2894,80.625,57.947477539737385,300,False,True,False,True,True
8,8,,25,cnn,72.72727272727273,2188,2894,84.46069469835466,63.85625431928127,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.13,64.99065032204447,1919,2894,81.50078165711308,54.04284727021424,300,False,True,False,True,True
9,8,,25,cnn,72.50695272149385,2140,2894,85.2803738317757,63.06150656530753,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.14,64.44491615368288,1817,2894,83.54430379746836,52.453351762266756,300,False,True,False,True,True
