,batch_size,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
12,8,25,cnn,71.25193199381762,4704,5648,78.40136054421768,65.29745042492918,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.07,62.060702875399365,4368,5648,71.15384615384616,55.02832861189802,300,True,False,False,True
13,8,25,cnn,71.18845165117659,4466,5648,80.60904612628751,63.73937677053824,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.08000000000000002,60.22954617247552,3849,5648,74.30501428942583,50.63739376770538,300,True,False,False,True
14,8,25,cnn,71.16503896616355,4489,5648,80.3519714858543,63.86331444759207,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.09000000000000001,58.91053015310905,3953,5648,71.5406020743739,50.07082152974504,300,True,False,False,True
15,8,25,cnn,71.0758377425044,4558,5648,79.57437472575691,64.21742209631728,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.1,57.571308724832214,3888,5648,70.60185185185185,48.60127478753541,300,True,False,False,True
16,8,25,cnn,69.67729240456514,4516,5648,78.41009743135518,62.694759206798864,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.11000000000000001,56.69021622778848,3694,5648,71.68381158635626,46.88385269121813,300,True,False,False,True
17,8,25,cnn,70.08054091677438,4409,5648,79.92742118394193,62.39376770538244,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.12000000000000001,54.95934959349594,3577,5648,70.86944366787812,44.88314447592068,300,True,False,False,True
18,8,25,cnn,70.17890679055057,4469,5648,79.43611546207205,62.85410764872521,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.13,53.69607630609148,3578,5648,69.22861934041364,43.85623229461756,300,True,False,False,True
19,8,25,cnn,69.12986882947831,4339,5648,79.55750172850887,61.11898016997167,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.14,52.30252100840336,3277,5648,71.22368019530057,41.32436260623229,300,True,False,False,True
20,8,25,cnn,68.68120872523514,4346,5648,78.96916705016106,60.76487252124646,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.15000000000000002,51.19730185497471,3247,5648,70.12627040344934,40.315155807365436,300,True,False,False,True
21,8,25,cnn,68.51500947441906,4379,5648,78.44256679607216,60.81798866855524,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.16000000000000003,51.52633344515264,3295,5648,69.92412746585735,40.79320113314448,300,True,False,False,True
22,8,25,cnn,68.4433080932245,4521,5648,76.9741207697412,61.61473087818697,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.17000000000000004,49.92282249173098,3422,5648,66.16014026884862,40.08498583569405,300,True,False,False,True
23,8,25,cnn,67.61509583086347,4474,5648,76.48636566830577,60.58781869688385,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.18000000000000005,49.005729693292885,3253,5648,67.04580387334768,38.61543909348442,300,True,False,False,True
24,8,25,cnn,66.96712076206084,4115,5648,79.44106925880924,57.87889518413598,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.19,47.16467384870368,2799,5648,71.16827438370846,35.26912181303116,300,True,False,False,True
