,batch_size,cell_type,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,logging,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,,25,cnn,43.39210747271201,2186,3769,59.103385178408054,34.27964977447599,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.0,55.238828967642526,1099,1497,65.24112829845313,47.895791583166336,300,True,False,True,True
1,8,,25,cnn,40.63221452672705,1862,3769,61.43931256713211,30.352878747678428,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.005,50.73891625615764,939,1497,65.814696485623,41.28256513026052,300,True,False,True,True
2,8,,25,cnn,41.8853591160221,2023,3769,59.96045477014335,32.183603077739456,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.01,51.85480654168329,1010,1497,64.35643564356435,43.420173680694724,300,True,False,True,True
3,8,,25,cnn,40.20972699331043,1762,3769,63.11010215664018,29.503847174316796,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.015,49.7232865048957,852,1497,68.54460093896714,39.01135604542418,300,True,False,True,True
4,8,,25,cnn,38.96590483327089,1569,3769,66.2842574888464,27.593526134253118,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.02,45.25089605734767,735,1497,68.70748299319727,33.734134936539746,300,True,False,True,True
5,8,,25,cnn,39.84867591424968,1782,3769,62.06509539842873,29.344653754311487,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.025,47.26175075463562,822,1497,66.66666666666667,36.6065464261857,300,True,False,True,True
6,8,,25,cnn,40.87849805171803,1877,3769,61.48108684070325,30.61820111435394,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.03,47.17218265605362,890,1497,63.258426966292134,37.60855043420174,300,True,False,True,True
7,8,,25,cnn,40.2861860209136,1682,3769,65.2794292508918,29.13239586097108,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.035,47.77292576419213,793,1497,68.97856242118537,36.539746158984634,300,True,False,True,True
8,8,,25,cnn,38.863087497677874,1614,3769,64.80793060718712,27.752719554258423,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.04,44.13731609451627,746,1497,66.3538873994638,33.06613226452906,300,True,False,True,True
9,8,,25,cnn,39.15811814644499,1885,3769,58.72679045092838,29.37118599097904,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.045,44.46344591705857,842,1497,61.757719714964374,34.736138944555776,300,True,False,True,True
10,8,,25,cnn,39.63768115942029,1751,3769,62.4785836664763,29.026266914300876,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.05,43.23374340949033,779,1497,63.1578947368421,32.86573146292585,300,True,False,True,True
11,8,,25,cnn,37.48637849618598,1737,3769,59.41278065630397,27.38126824091271,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.060000000000000005,41.899689303151355,756,1497,62.43386243386244,31.529726118904474,300,True,False,True,True
12,8,,25,cnn,38.64929344833915,1680,3769,62.67857142857143,27.93844521093128,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.07,38.54069223573433,641,1497,64.27457098283931,27.521710086840347,300,True,False,True,True
13,8,,25,cnn,38.378674456819425,1708,3769,61.53395784543326,27.88538073759618,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.08000000000000002,39.54648526077098,708,1497,61.5819209039548,29.124916499666,300,True,False,True,True
14,8,,25,cnn,36.80029558470349,1644,3769,60.583941605839414,26.42610772088087,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.09000000000000001,35.61643835616439,620,1497,60.806451612903224,25.18370073480294,300,True,False,True,True
15,8,,25,cnn,34.843601895734594,1506,3769,61.02257636122178,24.383125497479437,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.1,32.374451487079476,554,1497,59.92779783393502,22.177688710754843,300,True,False,True,True
16,8,,25,cnn,34.36837029893925,1416,3769,62.92372881355932,23.64022287078801,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.11000000000000001,28.788646730866706,476,1497,59.66386554621849,18.97127588510354,300,True,False,True,True
17,8,,25,cnn,35.837303041407104,1689,3769,57.90408525754884,25.94852746086495,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.12000000000000001,31.809338521400775,559,1497,58.49731663685152,21.8436873747495,300,True,False,True,True
18,8,,25,cnn,28.5772941901047,1102,3769,63.1578947368421,18.466436720615548,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.13,23.719676549865227,358,1497,61.452513966480446,14.696058784235136,300,True,False,True,True
19,8,,25,cnn,31.38485680659082,1329,3769,60.19563581640331,21.225789334040858,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.14,24.908806670140695,422,1497,56.63507109004739,15.965263861055444,300,True,False,True,True
20,8,,25,cnn,30.290791599353803,1183,3769,63.39814032121724,19.899177500663306,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.15000000000000002,23.465507876154266,344,1497,62.7906976744186,14.428857715430862,300,True,False,True,True
21,8,,25,cnn,29.18983320095314,1267,3769,58.011049723756905,19.50119395065004,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.16000000000000003,22.020309994655264,374,1497,55.080213903743314,13.760855043420174,300,True,False,True,True
