,batch_size,cell_type,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,logging,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,trainable_embeddings,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,lstm,25,cnn,51.93334411907458,2412,3769,66.54228855721394,42.584239851419476,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.0,66.88288288288287,1278,1497,72.61345852895148,61.99064796259185,300,True,True,False,True,True
1,8,lstm,25,cnn,52.25979243388015,2205,3769,70.7936507936508,41.41682143804723,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.005,67.89197299324832,1169,1497,77.41659538066723,60.45424181696727,300,True,True,False,True,True
2,8,lstm,25,cnn,51.31535131535131,2237,3769,68.88690210102816,40.886176704696204,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.01,65.790461885092,1166,1497,75.1286449399657,58.517034068136276,300,True,True,False,True,True
3,8,lstm,25,cnn,51.707317073170735,2176,3769,70.6341911764706,40.780047758026,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.015,66.01869158878505,1178,1497,74.95755517826825,58.984635938543754,300,True,True,False,True,True
4,8,lstm,25,cnn,50.65621271518663,2098,3769,70.82936129647283,39.4269036879809,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.02,64.32122370936902,1118,1497,75.22361359570662,56.179024716098866,300,True,True,False,True,True
5,8,lstm,25,cnn,50.788905497425674,2252,3769,67.89520426287744,40.567789864685594,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.025,64.01816118047674,1146,1497,73.82198952879581,56.51302605210421,300,True,True,False,True,True
6,8,lstm,25,cnn,51.68844391651111,2124,3769,71.70433145009416,40.408596444680285,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.03,64.31014823261118,1134,1497,74.60317460317461,56.51302605210421,300,True,True,False,True,True
7,8,lstm,25,cnn,51.7299294591871,2185,3769,70.48054919908466,40.859644468028655,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.035,64.97922176048355,1150,1497,74.78260869565217,57.44822979291917,300,True,True,False,True,True
8,8,lstm,25,cnn,50.69013112491373,2027,3769,72.47163295510607,38.975855664632526,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.04,62.504907734589715,1050,1497,75.80952380952381,53.17301269205077,300,True,True,False,True,True
9,8,lstm,25,cnn,50.050795800880465,2137,3769,69.16237716424895,39.21464579464049,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.045,62.368024132730014,1155,1497,71.6017316017316,55.2438209752839,300,True,True,False,True,True
10,8,lstm,25,cnn,51.15261652364125,2174,3769,69.91720331186752,40.32899973467763,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.05,62.53308128544423,1148,1497,72.0383275261324,55.2438209752839,300,True,True,False,True,True
11,8,lstm,25,cnn,50.499483293145026,2037,3769,71.96858124693176,38.89625895462988,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.060000000000000005,61.359223300970875,1078,1497,73.28385899814471,52.77221108884436,300,True,True,False,True,True
12,8,lstm,25,cnn,49.89014703396991,2148,3769,68.71508379888269,39.161581321305384,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.07,61.07644305772231,1067,1497,73.38331771321462,52.30460921843687,300,True,True,False,True,True
13,8,lstm,25,cnn,48.11218985976268,1793,3769,74.62353597322922,35.500132661183336,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.08000000000000002,59.660736450144796,920,1497,78.3695652173913,48.162992651970605,300,True,True,False,True,True
14,8,lstm,25,cnn,49.80909406456092,1993,3769,72.00200702458605,38.07375961793579,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.09000000000000001,59.833134684147794,1020,1497,73.82352941176471,50.300601202404806,300,True,True,False,True,True
15,8,lstm,25,cnn,47.20720720720721,1781,3769,73.55418304323413,34.757230034491904,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.1,56.319473034170436,932,1497,73.39055793991416,45.69138276553106,300,True,True,False,True,True
16,8,lstm,25,cnn,47.42382271468144,1646,3769,78.00729040097205,34.06739188113558,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.11000000000000001,55.541181543768865,822,1497,78.34549878345499,43.01937207748831,300,True,True,False,True,True
17,8,lstm,25,cnn,47.70546152503926,1962,3769,69.67380224260958,36.26956752454232,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.12000000000000001,56.527043513623425,962,1497,72.24532224532224,46.42618570474282,300,True,True,False,True,True
18,8,lstm,25,cnn,46.77623261694058,1768,3769,73.24660633484163,34.35924648447864,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.13,54.61505742237346,854,1497,75.17564402810305,42.88577154308617,300,True,True,False,True,True
19,8,lstm,25,cnn,46.294602012808774,1696,3769,74.5872641509434,33.56327938445211,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.14,54.12064570943076,857,1497,74.32905484247375,42.55177020708083,300,True,True,False,True,True
20,8,lstm,25,cnn,41.986196319018404,1447,3769,75.67380787836903,29.052799150968426,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.15000000000000002,52.220248667850804,755,1497,77.88079470198676,39.278557114228455,300,True,True,False,True,True
21,8,lstm,25,cnn,42.50430786904079,1454,3769,76.34112792297111,29.450782700981694,0.5,True,5,7,0.005,0.707,False,"[128, 128]",rnn,0.16000000000000003,49.93191103041307,706,1497,77.90368271954674,36.74014696058784,300,True,True,False,True,True
