,batch_size,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,25,cnn,44.74908200734394,1191,2894,76.74223341729639,31.582584657912925,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.7,17.60709010339734,491,2894,60.69246435845214,10.297166551485832,300,True,False,True,True
