,batch_size,cell_type,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
10,8,,25,cnn,0.0,5,720,0.0,0.0,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.05,0.0,5,720,0.0,0.0,300,True,False,False,True
11,8,,25,cnn,2.337662337662337,50,720,18.0,1.2499999999999998,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.060000000000000005,1.3333333333333335,30,720,16.666666666666668,0.6944444444444444,300,True,False,False,True
12,8,,25,cnn,0.8264462809917357,6,720,50.0,0.4166666666666667,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.07,0.2758620689655172,5,720,20.0,0.13888888888888887,300,True,False,False,True
13,8,,25,cnn,7.814407814407816,99,720,32.323232323232325,4.444444444444445,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.08000000000000002,4.66321243523316,52,720,34.61538461538461,2.5,300,True,False,False,True
14,8,,25,cnn,7.65661252900232,142,720,23.239436619718308,4.583333333333333,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.09000000000000001,6.826801517067004,71,720,38.028169014084504,3.75,300,True,False,False,True
15,8,,25,cnn,4.987531172069826,82,720,24.39024390243902,2.7777777777777777,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.1,1.8716577540106951,28,720,24.999999999999996,0.9722222222222222,300,True,False,False,True
16,8,,25,cnn,2.6862026862026864,114,705,9.649122807017541,1.5602836879432624,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.11000000000000001,1.3054830287206265,48,718,10.416666666666666,0.6963788300835654,300,True,False,False,True
17,8,,25,cnn,16.187433439829604,219,720,34.70319634703196,10.555555555555555,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.12000000000000001,9.212121212121211,105,720,36.19047619047619,5.277777777777778,300,True,False,False,True
18,8,,25,cnn,0.2695417789757412,22,720,4.545454545454546,0.1388888888888889,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.13,0.27510316368638243,7,720,14.285714285714286,0.1388888888888889,300,True,False,False,True
19,8,,25,cnn,9.330628803245437,266,720,17.293233082706767,6.388888888888889,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.14,4.651162790697675,97,720,19.587628865979383,2.6388888888888893,300,True,False,False,True
20,8,,25,cnn,1.587301587301587,162,720,4.320987654320987,0.9722222222222221,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.15000000000000002,0.5284015852047556,37,720,5.405405405405405,0.27777777777777773,300,True,False,False,True
21,8,,25,cnn,18.79619852164731,227,720,39.20704845814978,12.36111111111111,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.16000000000000003,6.007509386733417,79,720,30.379746835443036,3.3333333333333335,300,True,False,False,True
22,8,,25,cnn,0.7936507936507938,36,720,8.333333333333334,0.4166666666666667,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.17000000000000004,0.276625172890733,3,720,33.333333333333336,0.13888888888888887,300,True,False,False,True
23,8,,25,cnn,1.324503311258278,35,720,14.285714285714285,0.6944444444444444,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.18000000000000005,0.5517241379310345,5,720,40.0,0.2777777777777778,300,True,False,False,True
24,8,,25,cnn,6.82095006090134,101,720,27.722772277227723,3.888888888888889,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.19,1.9099590723055935,13,720,53.84615384615385,0.9722222222222222,300,True,False,False,True
25,8,,25,cnn,1.0869565217391304,16,720,25.0,0.5555555555555556,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.2,0.0,0,720,0.0,0.0,300,True,False,False,True
