,batch_size,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,25,cnn,72.71362911546758,5013,5648,77.31897067624178,68.62606232294617,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.0,72.72556743575315,5014,5648,77.32349421619466,68.64376770538243,300,True,False,True,True
1,8,25,cnn,72.82918312965175,5235,5648,75.70200573065902,70.16643059490085,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.005,71.43643368189325,5254,5648,74.11496003045299,68.94475920679886,300,True,False,True,True
2,8,25,cnn,72.06991720331187,5222,5648,75.00957487552662,69.35198300283287,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.01,69.33235509904621,5256,5648,71.91780821917808,66.92634560906515,300,True,False,True,True
3,8,25,cnn,72.44035318429457,4998,5648,77.15086034413766,68.27195467422096,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.015,68.91104006018433,4986,5648,73.4857601283594,64.87252124645893,300,True,False,True,True
4,8,25,cnn,72.38791971487525,5014,5648,76.96449940167531,68.32507082152975,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.02,68.03078655903887,5006,5648,72.39312824610468,64.1643059490085,300,True,False,True,True
5,8,25,cnn,72.53060062624536,4891,5648,78.14352893068902,67.6699716713881,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.025,67.96689182760917,4863,5648,73.45260127493317,63.243626062322946,300,True,False,True,True
6,8,25,cnn,71.77457355574404,4963,5648,76.72778561354019,67.42209631728045,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.03,66.60970283869743,4885,5648,71.81166837256909,62.110481586402265,300,True,False,True,True
7,8,25,cnn,72.0037896731407,4907,5648,77.44039127776645,67.28045325779037,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.035,65.70224180877563,4790,5648,71.5866388308977,60.711756373937675,300,True,False,True,True
8,8,25,cnn,72.21954742416948,4737,5648,79.16402786573782,66.39518413597733,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.04,65.35960591133005,4502,5648,73.6783651710351,58.728753541076486,300,True,False,True,True
9,8,25,cnn,72.59358288770053,4824,5648,78.79353233830845,67.29815864022663,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.045,64.95726495726495,4531,5648,72.96402560141249,58.53399433427762,300,True,False,True,True
10,8,25,cnn,71.15384615384615,4856,5648,76.95634266886326,66.16501416430594,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.05,62.96044319175818,4641,5648,69.79099332040508,57.34773371104816,300,True,False,True,True
11,8,25,cnn,71.76607281177382,4680,5648,79.1880341880342,65.61614730878188,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.060000000000000005,62.56502601040416,4348,5648,71.918123275069,55.36473087818697,300,True,False,True,True
12,8,25,cnn,71.7879777222969,4766,5648,78.43054972723458,66.1827195467422,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.07,61.99166831977783,4434,5648,70.47812359043753,55.329320113314445,300,True,False,True,True
13,8,25,cnn,71.50882034098748,4499,5648,80.64014225383418,64.23512747875354,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.08000000000000002,60.42149631190727,3842,5648,74.62259239979177,50.76133144475921,300,True,False,True,True
14,8,25,cnn,71.1311861743912,4536,5648,79.85008818342152,64.12889518413597,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.09000000000000001,59.16458852867831,3976,5648,71.60462776659959,50.407223796033996,300,True,False,True,True
15,8,25,cnn,70.6389651117209,4556,5648,79.1044776119403,63.81019830028329,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.1,57.48665899340798,3909,5648,70.27372729598363,48.63668555240793,300,True,False,True,True
16,8,25,cnn,69.30983847283407,4567,5648,77.51259032187431,62.67705382436261,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.11000000000000001,55.89268604279783,3745,5648,70.09345794392523,46.476628895184135,300,True,False,True,True
17,8,25,cnn,69.9029126213592,4446,5648,79.35222672064778,62.46458923512748,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.12000000000000001,54.72841376325471,3594,5648,70.36727879799666,44.77691218130312,300,True,False,True,True
18,8,25,cnn,69.71707317073171,4602,5648,77.64015645371578,63.26133144475921,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.13,53.160488536533116,3686,5648,67.30873575691807,43.92705382436261,300,True,False,True,True
19,8,25,cnn,69.15043181361719,4310,5648,79.88399071925754,60.95963172804532,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.14,52.598566308243726,3280,5648,71.58536585365853,41.57223796033994,300,True,False,True,True
20,8,25,cnn,68.63881670997402,4358,5648,78.79761358421294,60.80028328611898,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.15000000000000002,51.7905102954342,3288,5648,70.37712895377129,40.97025495750708,300,True,False,True,True
21,8,25,cnn,68.18407712950999,4413,5648,77.72490369363246,60.72946175637394,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.16000000000000003,51.660682226211854,3264,5648,70.52696078431373,40.757790368271955,300,True,False,True,True
