,batch_size,cell_type,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,logging,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,,25,cnn,30.470914127423825,363,720,45.45454545454545,22.916666666666668,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.0,30.470914127423825,363,720,45.45454545454545,22.916666666666668,300,True,False,False,True
1,8,,25,cnn,29.813664596273295,407,720,41.27764127764128,23.333333333333332,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.005,29.211469534050178,396,720,41.16161616161616,22.63888888888889,300,True,False,False,True
2,8,,25,cnn,31.07296137339056,445,720,40.674157303370784,25.13888888888889,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.01,29.922613929492694,443,720,39.27765237020316,24.16666666666667,300,True,False,False,True
3,8,,25,cnn,29.60840496657116,327,720,47.400611620795104,21.52777777777778,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.015,28.460793804453047,313,720,46.96485623003195,20.416666666666664,300,True,False,False,True
4,8,,25,cnn,32.432432432432435,427,720,43.559718969555036,25.833333333333332,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.02,29.93799822852081,409,720,41.32029339853301,23.47222222222222,300,True,False,False,True
5,8,,25,cnn,29.642857142857146,400,720,41.5,23.055555555555557,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.025,28.105167724388032,383,720,40.469973890339425,21.52777777777778,300,True,False,False,True
6,8,,25,cnn,29.318394024276376,351,720,44.72934472934473,21.805555555555554,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.03,28.405797101449277,315,720,46.666666666666664,20.416666666666668,300,True,False,False,True
7,8,,25,cnn,32.682060390763766,406,720,45.320197044334975,25.555555555555557,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.035,29.294755877034362,386,720,41.968911917098445,22.5,300,True,False,False,True
8,8,,25,cnn,33.5016835016835,468,720,42.52136752136752,27.63888888888889,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.04,29.234737747205504,443,720,38.37471783295711,23.61111111111111,300,True,False,False,True
9,8,,25,cnn,29.848078641644324,399,720,41.854636591478695,23.194444444444443,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.045,26.0387811634349,363,720,38.84297520661157,19.583333333333332,300,True,False,False,True
10,8,,25,cnn,32.672332389046275,339,720,51.03244837758112,24.02777777777778,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.05,26.27883650952858,277,720,47.292418772563174,18.194444444444443,300,True,False,False,True
11,8,,25,cnn,31.56917363045497,357,720,47.61904761904762,23.61111111111111,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.060000000000000005,24.775224775224775,281,720,44.12811387900356,17.22222222222222,300,True,False,False,True
12,8,,25,cnn,28.295254833040428,418,720,38.51674641148326,22.36111111111111,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.07,22.201138519924097,334,720,35.02994011976048,16.25,300,True,False,False,True
13,8,,25,cnn,27.247451343836886,359,720,40.94707520891365,20.416666666666668,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.08000000000000002,18.442622950819672,256,720,35.15625,12.5,300,True,False,False,True
14,8,,25,cnn,21.335992023928213,283,720,37.80918727915194,14.86111111111111,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.09000000000000001,15.765765765765765,168,720,41.666666666666664,9.722222222222221,300,True,False,False,True
15,8,,25,cnn,31.44186046511628,355,720,47.605633802816904,23.47222222222222,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.1,24.668705402650357,261,720,46.360153256704976,16.805555555555557,300,True,False,False,True
16,8,,25,cnn,18.5147507629705,263,720,34.60076045627376,12.63888888888889,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.11000000000000001,13.03370786516854,170,720,34.11764705882353,8.055555555555555,300,True,False,False,True
17,8,,25,cnn,21.23015873015873,288,720,37.15277777777778,14.86111111111111,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.12000000000000001,10.994152046783626,135,720,34.81481481481482,6.527777777777778,300,True,False,False,True
18,8,,25,cnn,16.68449197860963,215,720,36.27906976744186,10.833333333333334,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.13,9.879518072289159,110,720,37.27272727272727,5.694444444444445,300,True,False,False,True
19,8,,25,cnn,24.13470533208606,349,720,36.96275071633238,17.916666666666664,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.14,14.623172103487065,169,720,38.46153846153845,9.027777777777779,300,True,False,False,True
20,8,,25,cnn,18.816067653276953,226,720,39.38053097345133,12.36111111111111,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.15000000000000002,10.426540284360188,124,720,35.483870967741936,6.111111111111111,300,True,False,False,True
21,8,,25,cnn,28.490566037735853,340,720,44.411764705882355,20.972222222222225,0.5,True,30,7,0.005,0.707,False,"[128, 128]",cnn,0.16000000000000003,13.736903376018626,139,720,42.44604316546762,8.194444444444445,300,True,False,False,True
