,batch_size,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,25,cnn,84.59434822242478,2591,2894,89.54071786954843,80.1658604008293,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.0,84.57892818082392,2592,2894,89.50617283950618,80.1658604008293,300,True,False,True,True
1,8,25,cnn,85.10484454085322,2638,2894,89.23426838514025,81.34070490670352,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.005,83.70491208990394,2623,2894,88.02897445672893,79.78576364892882,300,True,False,True,True
2,8,25,cnn,85.88643417929524,2583,2894,91.0569105691057,81.27159640635799,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.01,83.81162619573216,2542,2894,89.61447678992918,78.71458189357291,300,True,False,True,True
3,8,25,cnn,85.78071901269898,2697,2894,88.91360771227289,82.86109191430546,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.015,83.2286995515695,2681,2894,86.53487504662439,80.1658604008293,300,True,False,True,True
4,8,25,cnn,85.52486187845304,2536,2894,91.5615141955836,80.23496890117484,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.02,82.05992509363296,2446,2894,89.57481602616517,75.70836212854181,300,True,False,True,True
5,8,25,cnn,87.021237974224,2615,2894,91.66347992351817,82.82653766413269,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.025,82.31594524602293,2512,2894,88.57484076433121,76.88320663441603,300,True,False,True,True
6,8,25,cnn,86.39652677279305,2634,2894,90.66059225512528,82.51554941257774,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.03,81.02376599634368,2576,2894,86.0248447204969,76.57221838286108,300,True,False,True,True
7,8,25,cnn,86.83453237410072,2666,2894,90.54763690922731,83.4139599170698,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.035,81.2900861279091,2563,2894,86.53921186110027,76.64132688320663,300,True,False,True,True
8,8,25,cnn,86.72597864768684,2726,2894,89.39838591342627,84.20870767104354,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.04,80.40201005025125,2678,2894,83.64451082897685,77.4015203870076,300,True,False,True,True
9,8,25,cnn,86.26174981923354,2638,2894,90.44730856709629,82.4464409122322,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.045,80.39903934971365,2519,2894,86.38348551012307,75.19004837595024,300,True,False,True,True
10,8,25,cnn,86.65586169638034,2659,2894,90.48514479127492,83.13752591568763,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.05,79.19985182441192,2505,2894,85.3493013972056,73.87698686938494,300,True,False,True,True
11,8,25,cnn,87.3988854934388,2669,2894,91.0828025477707,84.0013821700069,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.060000000000000005,78.71904673245206,2477,2894,85.3451756156641,73.04768486523842,300,True,False,True,True
12,8,25,cnn,86.53017241379311,2674,2894,90.08975317875841,83.24118866620594,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.07,77.87610619469027,2530,2894,83.47826086956522,72.97857636489289,300,True,False,True,True
13,8,25,cnn,87.17296511627907,2610,2894,91.91570881226053,82.89564616447824,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.08000000000000002,77.01260911736178,2261,2894,87.79301194161876,68.59018659295093,300,True,False,True,True
14,8,25,cnn,87.02565955908926,2640,2894,91.2121212121212,83.20663441603317,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.09000000000000001,77.74036662925552,2452,2894,84.74714518760196,71.80373185901865,300,True,False,True,True
15,8,25,cnn,85.98097289535094,2677,2894,89.46581994770266,82.75742916378715,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.1,74.2302668408285,2465,2894,80.6896551724138,68.72840359364201,300,True,False,True,True
16,8,25,cnn,87.14982830290981,2639,2894,91.36036377415688,83.31029716655149,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.11000000000000001,75.09235854559594,2249,2894,85.8603823921743,66.72425708362128,300,True,False,True,True
17,8,25,cnn,85.81898131183584,2564,2894,91.34165366614664,80.92605390463027,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.12000000000000001,73.27911128744296,2147,2894,86.02701443875175,63.8217000691085,300,True,False,True,True
18,8,25,cnn,86.77670959550153,2619,2894,91.33256968308514,82.65376641326883,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.13,72.70531400966182,2074,2894,87.07810993249758,62.40497581202488,300,True,False,True,True
19,8,25,cnn,86.74655047204065,2614,2894,91.39250191277735,82.55010366275052,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.14,70.72543981023918,2165,2894,82.63279445727483,61.81755355908777,300,True,False,True,True
20,8,25,cnn,86.45720476706393,2644,2894,90.5446293494705,82.72287491361438,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.15000000000000002,70.71498530852105,2211,2894,81.63726820443239,62.370421561852105,300,True,False,True,True
21,8,25,cnn,84.99635833940278,2598,2894,89.83833718244804,80.6496199032481,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.16000000000000003,69.42510443604536,2133,2894,81.80965775902484,60.29716655148583,300,True,False,True,True
22,8,25,cnn,85.68814055636896,2570,2894,91.08949416342412,80.8914996544575,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.17000000000000004,67.30651419236267,2003,2894,82.27658512231652,56.94540428472702,300,True,False,True,True
23,8,25,cnn,85.19122711618634,2623,2894,89.59207014868471,81.20248790601244,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.18000000000000005,67.55520190968768,2133,2894,79.60618846694796,58.67311679336559,300,True,False,True,True
24,8,25,cnn,84.87928843710291,2615,2894,89.40726577437859,80.78783690393918,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.19,67.10580485796623,1964,2894,82.99389002036659,56.32342778161714,300,True,False,True,True
25,8,25,cnn,83.9483730230867,2607,2894,88.56923667050249,79.78576364892882,0.5,True,5,7,0.005,0.707,"[128, 128]",cnn,0.2,67.91378609190728,2024,2894,82.5098814229249,57.70559778852799,300,True,False,True,True
