,batch_size,cell_type,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,logging,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,trainable_embeddings,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,,25,cnn,69.29225969974652,4610,5648,77.09327548806941,62.92492917847026,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.05,66.6600219276388,4385,5648,76.2599771949829,59.20679886685552,300,False,True,False,True,True
1,8,,25,cnn,70.10984775486605,4730,5648,76.91331923890064,64.41218130311614,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.060000000000000005,66.84481393507521,4456,5648,75.78545780969479,59.79107648725213,300,False,True,False,True,True
2,8,,25,cnn,69.49202309875696,4569,5648,77.69752681111841,62.85410764872521,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.07,66.42577536886479,4315,5648,76.68597914252607,58.5871104815864,300,False,True,False,True,True
3,8,,25,cnn,68.6154453881098,4478,5648,77.57927646270656,61.508498583569406,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.08000000000000002,64.55606291222729,4207,5648,75.61207511290706,56.32082152974504,300,False,True,False,True,True
4,8,,25,cnn,68.08923375363725,4662,5648,75.2895752895753,62.14589235127479,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.09000000000000001,64.75828245420878,4343,5648,74.48768132627217,57.27691218130312,300,False,True,False,True,True
5,8,,25,cnn,67.88589603419143,4413,5648,77.3849988669839,60.463881019830026,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.1,63.58417059667829,4106,5648,75.52362396492937,54.904390934844194,300,False,True,False,True,True
6,8,,25,cnn,67.91638041024635,4541,5648,76.19467077736182,61.26062322946176,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.11000000000000001,62.70783847980997,4035,5648,75.24163568773234,53.75354107648725,300,False,True,False,True,True
7,8,,25,cnn,67.6640265962648,4579,5648,75.56234985804761,61.26062322946176,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.12000000000000001,62.92226292226293,4180,5648,73.97129186602871,54.74504249291785,300,False,True,False,True,True
8,8,,25,cnn,66.96060577015241,4785,5648,72.99895506792059,61.844900849858355,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.13,61.87078874355925,4444,5648,70.25202520252026,55.27620396600567,300,False,True,False,True,True
9,8,,25,cnn,67.18985813462119,4291,5648,77.81402936378467,59.11827195467422,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.14,62.21382062591891,3874,5648,76.4584408879711,52.44334277620396,300,False,True,False,True,True
10,8,,25,cnn,68.22840409956076,4597,5648,76.02784424624755,61.88031161473088,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.15000000000000002,61.72864732325296,4140,5648,72.97101449275362,53.48796033994334,300,False,True,False,True,True
11,8,,25,cnn,66.79810725552049,4496,5648,75.355871886121,59.98583569405099,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.16000000000000003,61.067438973934635,4020,5648,73.43283582089552,52.26628895184136,300,False,True,False,True,True
12,8,,25,cnn,65.59757942511347,4267,5648,76.21279587532224,57.577903682719544,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.17000000000000004,59.91292343633853,3769,5648,74.84743963916158,49.946883852691215,300,False,True,False,True,True
13,8,,25,cnn,64.5083932853717,4360,5648,74.03669724770643,57.15297450424929,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.18000000000000005,58.767370319295644,3779,5648,73.29981476581106,49.04390934844193,300,False,True,False,True,True
14,8,,25,cnn,65.32492239911885,4339,5648,75.17861258354459,57.75495750708215,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.19,59.352965574450444,3996,5648,71.62162162162163,50.672804532577906,300,False,True,False,True,True
15,8,,25,cnn,64.9085147705203,4135,5648,76.78355501813785,56.21458923512748,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.2,58.248606100360774,3499,5648,76.13603886824806,47.1671388101983,300,False,True,False,True,True
16,8,,25,cnn,70.3558785168623,5086,5648,74.24302005505308,66.85552407932012,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.0,70.30099711117325,5083,5648,74.2081447963801,66.78470254957507,300,False,True,False,True,True
17,8,,25,cnn,71.07503464660465,4454,5648,80.60170633138752,63.56232294617564,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.005,70.63484203228681,4449,5648,80.15284333558103,63.13739376770538,300,False,True,False,True,True
18,8,,25,cnn,70.96086788066641,4676,5648,78.33618477331052,64.85481586402267,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.01,70.18397741652878,4625,5648,77.94594594594595,63.827903682719544,300,False,True,False,True,True
19,8,,25,cnn,70.37730272879519,4503,5648,79.32489451476793,63.243626062322946,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.015,69.48077685295283,4444,5648,78.8928892889289,62.07507082152974,300,False,True,False,True,True
20,8,,25,cnn,71.08020575347686,4850,5648,76.9278350515464,66.05878186968839,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.02,69.8809066461775,4764,5648,76.36439966414777,64.41218130311614,300,False,True,False,True,True
21,8,,25,cnn,70.89936986824517,4826,5648,76.93742229589722,65.7400849858357,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.025,69.35032339028864,4711,5648,76.24708129908724,63.59773371104816,300,False,True,False,True,True
22,8,,25,cnn,70.07510109763142,4738,5648,76.80455888560574,64.4298866855524,0.5,True,5,7,0.005,0.707,False,"[128, 128]",cnn,0.03,68.00545915383117,4610,5648,75.66160520607376,61.756373937677054,300,False,True,False,True,True
