,batch_size,cell_type,char_embeddings_dim,char_embeddings_type,clean_f1,clean_n_predicted_entities,clean_n_true_entities,clean_precision,clean_recall,dropout_rate,embeddings_dropout,epochs,filter_width,learning_rate,learning_rate_decay,logging,n_filters,net_type,noise_level,noised_f1,noised_n_predicted_entities,noised_n_true_entities,noised_precision,noised_recall,token_embeddings_dim,use_batch_norm,use_capitalization,use_char_embeddins,use_crf
0,8,,25,cnn,28.765792031098155,309,720,47.89644012944983,20.555555555555557,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.0,28.765792031098155,309,720,47.89644012944983,20.555555555555557,300,True,False,True,True
1,8,,25,cnn,28.380952380952383,330,720,45.15151515151515,20.694444444444446,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.005,28.27324478178368,334,720,44.61077844311377,20.694444444444443,300,True,False,True,True
2,8,,25,cnn,27.71929824561403,420,720,37.61904761904762,21.944444444444443,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.01,26.478375992939096,413,720,36.31961259079903,20.833333333333332,300,True,False,True,True
3,8,,25,cnn,29.371980676328494,315,720,48.25396825396825,21.111111111111107,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.015,28.263002944062805,299,720,48.16053511705686,20.0,300,True,False,True,True
4,8,,25,cnn,31.772268135904497,369,720,46.883468834688344,24.02777777777778,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.02,28.94985808893094,337,720,45.40059347181009,21.25,300,True,False,True,True
5,8,,25,cnn,31.255487269534676,419,720,42.482100238663485,24.72222222222222,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.025,29.061371841155232,388,720,41.49484536082474,22.36111111111111,300,True,False,True,True
6,8,,25,cnn,33.24491600353669,411,720,45.742092457420924,26.11111111111111,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.03,29.6028880866426,388,720,42.2680412371134,22.77777777777778,300,True,False,True,True
7,8,,25,cnn,19.745222929936304,222,720,41.891891891891895,12.916666666666666,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.035,16.043956043956047,190,720,38.421052631578945,10.13888888888889,300,True,False,True,True
8,8,,25,cnn,26.31077216396568,329,720,41.94528875379939,19.166666666666668,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.04,23.26043737574553,286,720,40.90909090909091,16.25,300,True,False,True,True
9,8,,25,cnn,21.285140562248994,276,720,38.40579710144928,14.722222222222221,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.045,18.008474576271187,224,720,37.94642857142857,11.805555555555555,300,True,False,True,True
10,8,,25,cnn,25.0,288,720,43.75,17.5,0.5,True,20,7,0.005,0.707,False,"[128, 128]",cnn,0.05,21.086261980830674,219,720,45.2054794520548,13.75,300,True,False,True,True
